PostId,OpenStatus
8946,not a real question
8947,open
8949,open
8950,open
8953,off topic
8954,open
8955,not a real question
8961,off topic
8965,not a real question
8967,open
8971,not a real question
8972,off topic
8975,not a real question
8976,not a real question
8977,not a real question
8978,not a real question
8980,open
8989,not a real question
8990,not constructive
8991,open
8993,open
8996,not a real question
8999,open
9001,off topic
9003,not a real question
9008,open
9010,not a real question
9013,open
9015,not a real question
9016,open
9017,open
9020,open
9026,not a real question
9027,not a real question
9028,off topic
9031,off topic
9035,not a real question
9036,not a real question
9038,not a real question
9042,not a real question
9045,not a real question
9049,off topic
9050,not constructive
9052,off topic
9054,not a real question
9055,open
9062,not a real question
9065,open
9069,not a real question
9070,open
9076,not a real question
9077,not constructive
9078,not a real question
9081,not constructive
9084,not a real question
9087,not a real question
9089,open
9090,not a real question
9091,not constructive
9092,not a real question
9095,open
9096,not a real question
9101,not a real question
9103,open
9108,not a real question
9110,open
9112,off topic
9113,not a real question
9123,not a real question
9125,not a real question
9129,not constructive
9130,not a real question
9131,open
9133,not a real question
9134,not a real question
9137,open
9140,not a real question
9142,not a real question
9145,not a real question
9148,not a real question
9149,off topic
9150,open
9151,not a real question
9153,off topic
9154,off topic
9155,not a real question
9157,off topic
9161,not a real question
9165,not a real question
9170,not a real question
9176,off topic
9177,not constructive
9178,not a real question
9183,not constructive
9184,off topic
9185,open
9188,not a real question
9189,not a real question
9190,not constructive
9192,off topic
9194,off topic
9195,off topic
9201,open
9202,off topic
9203,not a real question
9206,not constructive
9207,off topic
9208,not constructive
9210,off topic
9213,not constructive
9216,off topic
9217,not a real question
9220,not a real question
9222,not a real question
9226,not a real question
9227,not a real question
9228,open
9230,not a real question
9231,open
9232,not a real question
9239,not a real question
9241,not a real question
9243,not a real question
9248,not a real question
9250,open
9251,not a real question
9253,not a real question
9254,not a real question
9255,not a real question
9260,off topic
9262,open
9265,open
9270,not a real question
9273,open
9275,open
9276,open
9280,open
9282,open
9284,off topic
9286,open
9287,not a real question
9292,open
9300,open
9301,not a real question
9304,not a real question
9305,not a real question
9312,open
9314,not constructive
9317,open
9319,not a real question
9322,open
9323,open
9327,off topic
9333,off topic
9334,not a real question
9335,open
9336,not constructive
9337,not a real question
9339,not constructive
9341,off topic
9343,off topic
9349,not a real question
9356,open
9360,open
9364,not a real question
9366,not a real question
9367,not a real question
9372,not a real question
9373,not a real question
9374,open
9375,not a real question
9378,not a real question
9379,open
9380,off topic
9384,not a real question
9385,off topic
9387,not a real question
9388,off topic
9389,open
9392,off topic
9395,open
9397,not a real question
9398,off topic
9405,open
9408,not a real question
9411,not a real question
9412,off topic
9413,not a real question
9415,not a real question
9416,not a real question
9420,not a real question
9423,not a real question
9424,open
9425,off topic
9426,open
9427,open
9428,open
9432,not a real question
9435,open
9436,open
9438,not a real question
9440,open
9442,not a real question
9443,open
9456,not a real question
9459,not a real question
9465,not a real question
9469,not a real question
9473,not a real question
9474,open
9475,off topic
9480,off topic
9483,open
9485,not a real question
9488,not constructive
9489,off topic
9494,open
9496,off topic
9499,not a real question
9500,not a real question
9502,not a real question
9504,off topic
9508,open
9509,not a real question
9510,open
9511,open
9516,open
9521,not a real question
9526,not a real question
9530,open
9531,not a real question
9532,not a real question
9537,open
9538,not a real question
9546,off topic
9551,not a real question
9552,not constructive
9553,open
9557,not constructive
9558,open
9560,not a real question
9564,not a real question
9565,open
9566,off topic
9567,not constructive
9569,open
9572,open
9573,open
9574,off topic
9576,open
9578,not a real question
9581,not a real question
9582,off topic
9584,open
9585,not a real question
9587,open
9588,off topic
9593,open
9597,not a real question
9598,open
9599,not a real question
9600,not a real question
9601,not a real question
9602,not a real question
9603,not a real question
9604,not a real question
9609,open
9619,off topic
9621,open
9623,open
9624,open
9628,not a real question
9630,not a real question
9634,off topic
9635,off topic
9636,off topic
9640,open
9642,not a real question
9645,open
9646,off topic
9647,not a real question
9649,not a real question
9655,off topic
9662,not a real question
9664,off topic
9667,off topic
9671,not a real question
9676,not a real question
9678,open
9679,not a real question
9680,not a real question
9681,open
9682,not a real question
9683,not a real question
9684,not a real question
9688,off topic
9689,not a real question
9690,not a real question
9691,not a real question
9692,not constructive
9693,not a real question
9695,not a real question
9699,open
9706,open
9707,open
9711,not a real question
9713,not a real question
9718,off topic
9720,off topic
9721,not a real question
9722,not constructive
9723,off topic
9730,open
9731,open
9733,open
9734,not a real question
9736,open
9739,not constructive
9740,not a real question
9741,open
9743,not a real question
9745,off topic
9749,not a real question
9757,not a real question
9761,not a real question
9765,not a real question
9767,not a real question
9770,not a real question
9774,not a real question
9775,not a real question
9777,open
9782,not a real question
9783,not a real question
9786,open
9787,not a real question
9788,not a real question
9789,open
9790,not a real question
9791,not a real question
9793,off topic
9795,off topic
9798,not a real question
9801,open
9803,off topic
9805,not a real question
9810,not a real question
9814,off topic
9817,open
9822,not a real question
9824,off topic
9828,open
9830,not a real question
9831,open
9832,not a real question
9833,not a real question
9835,not a real question
9836,open
9838,off topic
9839,not a real question
9842,not a real question
9844,not a real question
9845,not a real question
9846,not a real question
9847,not a real question
9848,not a real question
9850,not a real question
9851,open
9857,off topic
9859,not a real question
9861,open
9863,not a real question
9867,not a real question
9870,not a real question
9872,not a real question
9875,not a real question
9876,not a real question
9878,off topic
9879,open
9882,not a real question
9887,not a real question
9889,open
9890,not a real question
9896,not a real question
9897,off topic
9900,not a real question
9903,off topic
9905,not a real question
9908,off topic
9909,not constructive
9910,open
9911,open
9912,not a real question
9918,not a real question
9919,not a real question
9920,not constructive
9922,not a real question
9924,not a real question
9929,not a real question
9931,not a real question
9935,not a real question
9936,not a real question
9943,not a real question
9946,not a real question
9947,open
9948,not a real question
9953,not a real question
9954,not a real question
9957,off topic
9958,open
9961,not a real question
9966,open
9968,not a real question
9970,open
9972,not a real question
9973,not a real question
9977,off topic
9979,off topic
9983,open
9985,open
9986,not a real question
9989,not a real question
9990,not a real question
9991,open
9994,not a real question
9997,not a real question
9999,not a real question
10002,not a real question
10004,open
10005,off topic
10007,off topic
10011,not a real question
10012,open
10013,off topic
10015,not a real question
10018,not a real question
10022,not a real question
10030,off topic
10034,off topic
10035,not a real question
10036,not constructive
10039,not a real question
10043,open
10044,open
10046,not a real question
10049,off topic
10053,open
10062,open
10063,open
10066,not a real question
10070,not a real question
10072,not a real question
10075,open
10077,open
10078,not a real question
10079,not a real question
10082,not a real question
10085,not a real question
10087,not a real question
10089,not a real question
10090,not a real question
10094,not a real question
10099,not a real question
10103,not a real question
10104,not a real question
10106,not a real question
10108,not a real question
10113,not constructive
10114,not constructive
10115,open
10116,not a real question
10117,off topic
10118,off topic
10119,open
10120,not a real question
10127,open
10131,off topic
10132,not a real question
10133,not a real question
10134,not a real question
10140,open
10144,not a real question
10149,not a real question
10151,not a real question
10155,not a real question
10159,open
10161,not a real question
10163,not a real question
10164,not a real question
10169,not a real question
10172,open
10173,not constructive
10174,open
10184,not a real question
10190,not a real question
10192,open
10193,off topic
10201,off topic
10202,not a real question
10210,not a real question
10213,not a real question
10214,off topic
10215,not a real question
10221,not a real question
10222,open
10223,open
10226,not constructive
10228,not a real question
10234,not a real question
10241,not a real question
10243,not a real question
10247,open
10253,not a real question
10256,not a real question
10260,not a real question
10261,open
10264,open
10266,not a real question
10267,not constructive
10279,open
10281,open
10282,open
10289,off topic
10290,not a real question
10291,open
10293,off topic
10296,not a real question
10297,off topic
10302,not a real question
10304,not constructive
10306,off topic
10311,not constructive
10316,off topic
10317,not a real question
10318,open
10320,not a real question
10321,not a real question
10324,not a real question
10325,open
10328,too localized
10332,off topic
10335,not a real question
10340,not constructive
10341,not a real question
10343,open
10345,not a real question
10346,not a real question
10347,open
10348,not a real question
10349,not a real question
10350,off topic
10353,open
10356,not a real question
10357,off topic
10358,not a real question
10362,open
10363,open
10364,open
10366,not a real question
10369,not a real question
10371,off topic
10374,open
10375,open
10379,not a real question
10380,not a real question
10382,open
10383,open
10385,not constructive
10388,not a real question
10391,not constructive
10395,not a real question
10396,off topic
10397,not a real question
10399,off topic
10402,open
10403,not a real question
10409,not a real question
10410,not a real question
10414,open
10415,open
10416,not a real question
10419,not a real question
10426,off topic
10429,off topic
10432,not a real question
10433,not constructive
10438,off topic
10448,not a real question
10449,open
10452,off topic
10453,not a real question
10457,off topic
10459,off topic
10461,not a real question
10464,not a real question
10468,not a real question
10472,not a real question
10474,open
10480,off topic
10483,off topic
10489,open
10492,off topic
10497,not constructive
10498,open
10502,not a real question
10503,open
10511,off topic
10515,not constructive
10517,off topic
10518,not a real question
10519,not constructive
10522,not a real question
10524,not a real question
10526,not a real question
10530,not a real question
10535,open
10536,not a real question
10538,open
10539,not a real question
10540,off topic
10541,open
10543,open
10546,not a real question
10552,open
10555,not a real question
10559,not constructive
10560,not a real question
10567,not constructive
10568,not a real question
10569,open
10573,not constructive
10574,not constructive
10577,not a real question
10583,not a real question
10584,not a real question
10585,open
10586,open
10588,off topic
10589,not a real question
10596,open
10600,off topic
10603,open
10607,not a real question
10609,open
10613,open
10615,off topic
10616,open
10621,open
10623,not a real question
10624,open
10625,open
10628,not a real question
10629,not a real question
10635,open
10641,not constructive
10642,open
10644,off topic
10646,open
10647,off topic
10648,not a real question
10649,off topic
10656,not a real question
10657,open
10662,off topic
10663,off topic
10665,not constructive
10666,off topic
10668,not a real question
10674,open
10676,not a real question
10680,open
10683,not constructive
10685,open
10686,not a real question
10687,off topic
10690,open
10692,off topic
10694,open
10696,open
10697,not a real question
10698,open
10699,off topic
10704,not a real question
10708,not a real question
10709,not a real question
10710,not a real question
10712,not a real question
10714,open
10715,not a real question
10718,open
10719,open
10721,open
10731,off topic
10734,off topic
10735,not a real question
10737,open
10738,not a real question
10743,open
10745,not a real question
10747,open
10749,not a real question
10757,not a real question
10760,off topic
10761,not a real question
10762,off topic
10763,open
10765,open
10768,not a real question
10772,not a real question
10773,not a real question
10775,not constructive
10778,not constructive
10780,not a real question
10782,not a real question
10788,not a real question
10789,not a real question
10792,not a real question
10794,not a real question
10809,open
10812,not a real question
10816,not a real question
10817,not a real question
10818,not a real question
10821,off topic
10823,not a real question
10824,open
10825,not a real question
10827,open
10830,open
10831,open
10833,open
10836,open
10837,open
10839,not a real question
10843,open
10846,open
10848,not a real question
10850,off topic
10856,open
10857,off topic
10858,not a real question
10862,not a real question
10864,open
10865,not a real question
10866,not a real question
10870,not a real question
10873,not a real question
10874,not a real question
10875,not constructive
10880,open
10884,open
10885,not a real question
10886,open
10891,not a real question
10892,not a real question
10893,not constructive
10894,off topic
10900,not a real question
10902,open
10905,open
10907,open
10909,not a real question
10911,open
10917,not a real question
10920,not a real question
10922,off topic
10923,not a real question
10926,off topic
10929,open
10930,off topic
10931,open
10935,open
10936,not a real question
10937,not a real question
10938,off topic
10939,not a real question
10940,open
10944,not a real question
10945,not a real question
10947,open
10951,open
10952,not constructive
10953,not a real question
10954,open
10955,open
10960,not a real question
10962,open
10970,not a real question
10974,open
10975,off topic
10976,not a real question
10977,off topic
10979,off topic
10980,not a real question
10983,not a real question
10985,not a real question
10986,open
10993,off topic
10995,open
10996,off topic
10998,off topic
10999,not a real question
11002,open
11004,open
11006,off topic
11009,off topic
11011,off topic
11013,not constructive
11014,open
11015,not a real question
11016,not a real question
11022,open
11025,not a real question
11027,not a real question
11029,not constructive
11030,open
11031,off topic
11032,open
11040,off topic
11041,open
11045,not constructive
11048,not a real question
11051,off topic
11052,open
11053,not a real question
11058,not a real question
11060,open
11065,not a real question
11066,not a real question
11072,open
11074,not constructive
11077,open
11078,off topic
11080,off topic
11081,not a real question
11083,not a real question
11084,open
11085,not a real question
11086,not a real question
11087,not a real question
11090,not a real question
11096,not a real question
11097,open
11099,not a real question
11100,off topic
11103,not a real question
11106,not constructive
11107,not constructive
11108,not a real question
11110,not constructive
11111,off topic
11115,not a real question
11118,not a real question
11125,not a real question
11129,not a real question
11131,not a real question
11134,open
11136,not a real question
11139,not a real question
11144,off topic
11149,open
11150,open
11151,open
11152,off topic
11157,not a real question
11159,not constructive
11160,not a real question
11161,not a real question
11162,not a real question
11166,not a real question
11167,off topic
11169,off topic
11170,off topic
11174,not a real question
11180,not a real question
11183,open
11185,open
11189,off topic
11190,off topic
11193,open
11194,open
11195,open
11197,open
11198,open
11202,not a real question
11204,open
11205,open
11206,not a real question
11211,not a real question
11212,not a real question
11215,open
11217,not constructive
11218,off topic
11219,not a real question
11220,open
11221,not a real question
11230,open
11232,not a real question
11234,open
11237,not a real question
11238,not a real question
11240,open
11241,not a real question
11243,open
11245,open
11250,not a real question
11252,not constructive
11254,not a real question
11257,not a real question
11258,not a real question
11261,not a real question
11262,open
11263,open
11267,not a real question
11272,not constructive
11274,not a real question
11277,not a real question
11282,not a real question
11283,not a real question
11288,not a real question
11289,not a real question
11290,open
11291,off topic
11292,off topic
11295,not a real question
11303,off topic
11304,open
11305,not a real question
11306,not a real question
11307,not a real question
11309,open
11313,not a real question
11315,not a real question
11322,off topic
11325,not a real question
11328,not a real question
11329,open
11334,not a real question
11338,open
11339,off topic
11347,open
11350,not a real question
11351,open
11356,open
11357,not a real question
11358,not a real question
11361,off topic
11363,open
11364,not a real question
11368,open
11370,open
11371,open
11373,off topic
11375,open
11380,open
11381,open
11383,open
11388,not a real question
11390,off topic
11391,open
11392,not a real question
11393,not a real question
11395,not a real question
11396,off topic
11400,not a real question
11403,open
11407,not constructive
11408,not a real question
11410,off topic
11413,not a real question
11416,open
11417,open
11419,not a real question
11420,open
11422,open
11424,not a real question
11425,not a real question
11426,not a real question
11427,not a real question
11428,not constructive
11429,not a real question
11432,open
11435,not a real question
11437,not a real question
11443,off topic
11445,open
11448,off topic
11449,not a real question
11450,off topic
11452,open
11453,not a real question
11456,not a real question
11461,not a real question
11462,open
11471,open
11472,not a real question
11475,not a real question
11477,not constructive
11478,not a real question
11481,not constructive
11482,not a real question
11486,not a real question
11488,open
11489,not a real question
11490,open
11495,open
11497,off topic
11498,off topic
11501,not a real question
11502,not a real question
11503,off topic
11504,not a real question
11505,open
11506,not constructive
11514,open
11516,not a real question
11517,not a real question
11520,not a real question
11522,not a real question
11523,not a real question
11524,not a real question
11525,off topic
11528,open
11530,not a real question
11531,open
11537,not a real question
11539,open
11545,off topic
11547,off topic
11548,not a real question
11549,not a real question
11552,not constructive
11553,not constructive
11555,off topic
11559,not a real question
11561,off topic
11562,open
11563,off topic
11565,open
11566,off topic
11567,not constructive
11569,not a real question
11572,not a real question
11573,off topic
11574,open
11576,not a real question
11579,not constructive
11581,off topic
11582,not a real question
11586,not a real question
11589,off topic
11592,not a real question
11594,off topic
11595,open
11603,not a real question
11605,open
11610,not a real question
11611,not a real question
11612,not a real question
11619,not constructive
11622,open
11623,off topic
11626,not a real question
11628,not a real question
11632,open
11635,not a real question
11636,open
11638,off topic
11640,off topic
11643,not a real question
11645,open
11646,not a real question
11648,open
11649,open
11650,not a real question
11653,not a real question
11656,off topic
11659,not a real question
11667,not constructive
11670,open
11675,not a real question
11676,open
11685,open
11691,open
11695,off topic
11703,not a real question
11705,not a real question
11707,off topic
11709,not a real question
11711,not a real question
11714,not a real question
11715,open
11719,off topic
11721,not a real question
11722,open
11724,not a real question
11725,open
11733,not constructive
11735,open
11738,open
11742,not a real question
11746,off topic
11749,not a real question
11753,open
11760,not a real question
11761,not a real question
11763,not a real question
11764,open
11765,off topic
11766,open
11778,off topic
11782,not a real question
11787,not constructive
11788,not a real question
11789,open
11790,not a real question
11792,open
11794,open
11795,open
11796,not a real question
11801,not a real question
11802,not a real question
11814,off topic
11817,open
11819,not a real question
11820,not a real question
11824,not a real question
11826,not a real question
11833,open
11838,not a real question
11840,not a real question
11842,not a real question
11844,open
11848,open
11854,open
11860,open
11862,not a real question
11865,not a real question
11867,not a real question
11868,not a real question
11869,open
11870,not constructive
11878,open
11879,open
11883,not a real question
11895,not a real question
11896,not a real question
11909,not constructive
11911,not a real question
11912,off topic
11913,not constructive
11915,off topic
11916,open
11918,not a real question
11921,not a real question
11922,off topic
11925,not a real question
11926,not constructive
11927,not a real question
11928,not a real question
11936,not a real question
11937,not constructive
11938,open
11940,not a real question
11944,not a real question
11952,open
11953,not a real question
11956,open
11961,not a real question
11962,open
11963,not constructive
11964,not a real question
11967,not a real question
11969,open
11970,open
11971,open
11972,off topic
11975,open
11980,off topic
11981,not constructive
11982,open
11986,off topic
11988,open
11989,not a real question
11991,open
11992,not a real question
11993,open
11994,open
11995,open
11996,not a real question
11998,open
11999,open
12001,open
12005,not a real question
12007,not a real question
12009,open
12012,off topic
12014,not a real question
12016,not a real question
12018,open
12020,not a real question
12023,not a real question
12031,open
12033,open
12035,not a real question
12042,not a real question
12043,open
12044,off topic
12047,off topic
12048,off topic
12049,not a real question
12050,open
12054,off topic
12055,not a real question
12056,not a real question
12057,not a real question
12059,open
12062,not a real question
12064,open
12072,open
12073,open
12075,not a real question
12076,off topic
12079,off topic
12080,off topic
12081,not a real question
12084,open
12090,open
12091,not a real question
12093,open
12094,off topic
12098,off topic
12099,not a real question
12102,off topic
12103,open
12109,open
12110,not a real question
12112,not a real question
12113,not a real question
12115,not a real question
12116,not a real question
12118,off topic
12119,not a real question
12120,open
12121,off topic
12124,not a real question
12128,not a real question
12129,not a real question
12130,open
12135,open
12136,open
12137,open
12139,not a real question
12144,not a real question
12145,not a real question
12151,not a real question
12154,not a real question
12156,not a real question
12157,not a real question
12158,not a real question
12159,open
12160,not a real question
12161,off topic
12162,not a real question
12168,off topic
12169,not a real question
12171,not constructive
12175,open
12178,not a real question
12179,not a real question
12181,open
12182,not a real question
12185,not a real question
12188,open
12189,not a real question
12195,not a real question
12196,not constructive
12197,not constructive
12198,not a real question
12200,not a real question
12202,not constructive
12203,off topic
12209,off topic
12212,open
12213,not a real question
12214,open
12215,not a real question
12217,not a real question
12220,not a real question
12221,not a real question
12223,off topic
12228,open
12229,not a real question
12230,off topic
12232,not constructive
12233,not a real question
12238,open
12239,open
12240,open
12248,off topic
12252,open
12253,not a real question
12254,not a real question
12255,off topic
12265,not a real question
12267,not a real question
12268,off topic
12269,open
12271,off topic
12274,off topic
12278,off topic
12279,not a real question
12282,off topic
12286,open
12287,not a real question
12290,off topic
12295,not a real question
12297,not a real question
12298,open
12299,open
12300,off topic
12301,not a real question
12302,off topic
12303,not a real question
12304,not a real question
12309,off topic
12313,not constructive
12314,not a real question
12318,not a real question
12321,open
12322,not constructive
12329,not a real question
12330,open
12331,open
12338,off topic
12339,not a real question
12340,not a real question
12341,not a real question
12344,too localized
12345,not constructive
12346,open
12352,open
12355,off topic
12356,off topic
12357,not constructive
12358,not a real question
12360,open
12363,off topic
12364,not a real question
12365,open
12369,off topic
12373,open
12377,off topic
12383,open
12386,not constructive
12393,open
12395,not constructive
12397,off topic
12404,off topic
12405,open
12406,off topic
12409,not a real question
12410,not a real question
12419,off topic
12423,open
12428,off topic
12431,not a real question
12433,off topic
12435,open
12439,not a real question
12441,not a real question
12443,not a real question
12445,open
12447,not constructive
12451,not constructive
12453,not a real question
12455,not a real question
12459,off topic
12462,open
12470,off topic
12471,not a real question
12474,not a real question
12475,not a real question
12477,not a real question
12483,open
12484,not a real question
12486,not a real question
12489,not a real question
12495,open
12496,open
12499,not constructive
12501,not a real question
12505,open
12508,open
12509,not a real question
12511,not a real question
12516,off topic
12517,not a real question
12518,open
12527,off topic
12530,open
12531,open
12533,off topic
12535,not a real question
12536,open
12540,not a real question
12541,not constructive
12542,not a real question
12551,not a real question
12552,open
12553,not a real question
12558,open
12563,not a real question
12564,open
12565,off topic
12566,open
12568,off topic
12571,not constructive
12576,off topic
12577,off topic
12580,open
12581,not a real question
12583,open
12590,open
12591,not a real question
12593,open
12594,open
12595,not a real question
12597,not a real question
12601,not a real question
12602,off topic
12603,not a real question
12604,not a real question
12606,off topic
12607,not a real question
12608,not a real question
12610,not a real question
12614,not a real question
12616,not a real question
12620,not a real question
12624,not a real question
12627,not a real question
12628,off topic
12631,open
12632,off topic
12634,off topic
12635,not constructive
12638,not a real question
12640,not a real question
12644,open
12651,not a real question
12655,not a real question
12657,not a real question
12660,not a real question
12662,not a real question
12664,not a real question
12671,not a real question
12672,not a real question
12677,off topic
12678,off topic
12684,off topic
12685,open
12686,not a real question
12689,not a real question
12690,not a real question
12691,off topic
12692,not a real question
12693,not a real question
12695,open
12704,open
12705,open
12706,open
12709,off topic
12711,open
12712,not a real question
12713,open
12715,open
12716,not a real question
12717,not constructive
12719,not a real question
12722,not a real question
12723,not a real question
12724,not a real question
12725,off topic
12727,open
12728,not a real question
12729,not a real question
12732,open
12739,not a real question
12740,open
12741,not a real question
12743,off topic
12746,not a real question
12749,not a real question
12750,open
12752,not constructive
12754,not a real question
12761,not a real question
12765,open
12767,not a real question
12768,not a real question
12770,not a real question
12775,not a real question
12778,open
12779,not a real question
12780,not a real question
12781,not a real question
12782,not a real question
12783,open
12787,off topic
12788,not a real question
12790,open
12791,open
12792,not a real question
12795,not a real question
12798,not a real question
12799,not a real question
12805,off topic
12807,not a real question
12809,not a real question
12810,not a real question
12811,off topic
12814,not a real question
12815,not constructive
12821,open
12823,not a real question
12826,open
12829,not a real question
12830,not a real question
12834,open
12839,not a real question
12841,not a real question
12844,not a real question
12845,open
12849,not constructive
12853,not a real question
12854,open
12858,not a real question
12859,not a real question
12861,not a real question
12864,not a real question
12865,off topic
12869,not a real question
12870,off topic
12871,open
12877,open
12880,not a real question
12885,open
12886,not a real question
12891,not a real question
12895,open
12896,not a real question
12899,open
12900,not a real question
12904,open
12908,open
12909,open
12910,off topic
12911,open
12916,off topic
12917,open
12918,not a real question
12920,not a real question
12923,not constructive
12924,open
12927,not a real question
12932,not constructive
12935,not a real question
12940,off topic
12942,open
12946,not a real question
12948,off topic
12950,not a real question
12952,off topic
12955,open
12960,off topic
12966,not a real question
12967,open
12968,not a real question
12970,off topic
12974,not constructive
12975,not a real question
12976,not constructive
12979,not a real question
12980,not a real question
12983,not a real question
12985,not a real question
12987,open
12991,not a real question
12998,not a real question
13003,open
13005,not a real question
13006,off topic
13020,not a real question
13028,not a real question
13032,not constructive
13033,off topic
13034,not a real question
13038,off topic
13040,not a real question
13050,not a real question
13051,not a real question
13056,off topic
13059,not constructive
13063,open
13065,not a real question
13069,not a real question
13070,open
13072,not constructive
13080,open
13083,not constructive
13088,not a real question
13089,not a real question
13092,not a real question
13095,open
13100,open
13101,open
13104,not a real question
13106,open
13107,not a real question
13108,open
13111,open
13114,not a real question
13117,open
13118,not constructive
13120,open
13122,not a real question
13127,not a real question
13131,open
13135,open
13137,not constructive
13138,not a real question
13142,not a real question
13144,off topic
13145,off topic
13146,off topic
13147,not a real question
13150,not a real question
13157,not a real question
13160,not a real question
13162,not a real question
13163,off topic
13164,not a real question
13170,open
13171,off topic
13172,open
13179,not a real question
13182,not a real question
13185,not a real question
13189,not a real question
13190,not a real question
13191,not a real question
13193,open
13198,open
13201,open
13202,off topic
13206,off topic
13208,not a real question
13209,open
13210,open
13212,not constructive
13213,open
13217,not a real question
13223,not a real question
13226,open
13227,open
13234,not a real question
13243,open
13245,not constructive
13246,not a real question
13250,not a real question
13252,off topic
13254,open
13255,off topic
13256,not a real question
13259,off topic
13262,off topic
13267,not a real question
13268,open
13275,not a real question
13277,open
13280,not a real question
13282,not constructive
13289,open
13291,not a real question
13292,open
13293,not a real question
13295,open
13296,not a real question
13305,not a real question
13306,not a real question
13308,not a real question
13309,not constructive
13311,not a real question
13312,off topic
13314,off topic
13321,not constructive
13322,not constructive
13324,open
13327,too localized
13330,not a real question
13332,open
13334,not constructive
13335,open
13337,off topic
13338,off topic
13339,not a real question
13340,not constructive
13344,open
13345,not a real question
13347,not a real question
13351,not a real question
13352,open
13356,open
13359,open
13360,off topic
13362,not a real question
13365,not a real question
13372,off topic
13376,not a real question
13382,not constructive
13383,not a real question
13388,not a real question
13393,open
13397,not a real question
13400,not a real question
13402,not a real question
13405,off topic
13409,not a real question
13411,open
13412,not constructive
13413,open
13414,not a real question
13415,not a real question
13423,not a real question
13424,open
13427,not a real question
13428,not a real question
13430,not a real question
13431,not a real question
13432,not a real question
13435,open
13436,not a real question
13437,not a real question
13438,open
13441,open
13442,open
13445,not a real question
13449,open
13453,not a real question
13454,open
13457,open
13463,off topic
13466,open
13467,off topic
13472,not a real question
13474,not a real question
13477,open
13483,not constructive
13484,open
13489,off topic
13490,not a real question
13491,off topic
13493,not constructive
13494,off topic
13495,not a real question
13496,not a real question
13501,not a real question
13502,not constructive
13503,not a real question
13504,open
13509,open
13513,not a real question
13514,not constructive
13516,not a real question
13520,open
13522,not a real question
13527,off topic
13528,not a real question
13531,open
13532,not a real question
13533,open
13535,not a real question
13536,not a real question
13538,not a real question
13543,not a real question
13544,off topic
13546,open
13549,open
13552,open
13553,not a real question
13558,not a real question
13560,off topic
13563,not a real question
13564,not a real question
13565,not a real question
13567,not a real question
13568,off topic
13569,not a real question
13571,not a real question
13572,not a real question
13573,not a real question
13577,open
13592,not a real question
13600,not constructive
13610,not a real question
13611,open
13617,not a real question
13618,open
13621,open
13624,not a real question
13628,off topic
13632,not a real question
13634,not constructive
13637,open
13638,open
13639,open
13642,not constructive
13645,not a real question
13647,open
13651,off topic
13652,open
13659,open
13663,off topic
13664,not a real question
13665,not a real question
13666,not a real question
13668,open
13669,open
13672,open
13674,not a real question
13677,not a real question
13678,off topic
13682,not constructive
13683,open
13684,not a real question
13690,open
13691,not a real question
13693,open
13694,not constructive
13699,off topic
13703,open
13705,open
13707,open
13709,off topic
13710,not a real question
13713,open
13714,open
13715,not a real question
13716,open
13717,open
13718,off topic
13721,open
13727,open
13730,off topic
13731,off topic
13732,not a real question
13737,not constructive
13739,not a real question
13745,open
13746,open
13747,not a real question
13749,open
13756,not a real question
13760,not a real question
13761,off topic
13764,open
13765,open
13770,open
13772,not a real question
13773,open
13778,not a real question
13781,open
13783,off topic
13790,not a real question
13793,open
13794,not a real question
13797,open
13800,not a real question
13805,not a real question
13806,open
13808,not constructive
13810,not a real question
13811,not a real question
13813,not a real question
13814,open
13815,off topic
13817,off topic
13818,not a real question
13819,not a real question
13823,not constructive
13824,not a real question
13825,not constructive
13826,not a real question
13827,not a real question
13829,open
13831,off topic
13833,not constructive
13835,not a real question
13840,not a real question
13841,not a real question
13844,off topic
13845,open
13849,off topic
13850,not a real question
13851,not a real question
13852,not a real question
13853,not a real question
13854,not a real question
13855,open
13857,off topic
13858,not a real question
13860,not a real question
13861,not a real question
13865,open
13866,not a real question
13867,open
13868,open
13869,open
13871,open
13874,open
13876,open
13877,not a real question
13879,open
13887,open
13891,open
13894,open
13896,open
13897,not constructive
13898,not a real question
13905,off topic
13906,open
13908,open
13916,not a real question
13918,open
13923,not a real question
13925,open
13926,not a real question
13927,not constructive
13929,open
13937,open
13941,off topic
13943,open
13944,open
13949,not a real question
13955,not a real question
13957,not a real question
13958,not a real question
13960,off topic
13966,open
13969,open
13971,open
13972,open
13976,not a real question
13977,open
13979,not constructive
13981,open
13982,open
13983,not a real question
13985,not a real question
13992,not a real question
13993,not a real question
13996,not a real question
14001,not a real question
14004,not a real question
14007,not a real question
14011,not a real question
14015,not a real question
14016,open
14017,not a real question
14018,open
14024,not constructive
14025,open
14026,not a real question
14030,not a real question
14033,open
14034,not a real question
14036,open
14037,open
14040,open
14042,off topic
14046,not a real question
14049,not a real question
14050,not a real question
14052,not a real question
14057,not a real question
14058,open
14059,open
14060,open
14062,not constructive
14063,open
14067,not a real question
14068,not constructive
14074,not a real question
14081,open
14082,open
14083,not a real question
14085,not a real question
14088,not a real question
14090,not a real question
14093,off topic
14094,not constructive
14095,open
14103,not constructive
14105,off topic
14109,open
14114,not a real question
14118,not a real question
14120,not a real question
14122,not a real question
14124,not a real question
14127,open
14131,off topic
14134,not constructive
14139,off topic
14141,off topic
14142,not a real question
